35301r, MKTG 5107  401r, Center Cityr, 3rA, Product ManagementrB, MondaySMTWTFS06:00  PM   09:00  PM Type:  Class Building: TUCC 1515 Market Street Room: 00225 Start Date: 01 21 2020 End Date: 04 27 2020rC, 7   27 of 35 seats remain 100 of 100 waitlist seats remain rD, C  ANTHONY DI BENEDETTO  Primary  rE,
35900rI, MKTG 5108  740rJ, MainrK, 3rL, Data and Financial Driven MarketingrM, ThursdaySMTWTFS08:00  PM   10:00  PM Type:  Virtual mtg of online course Building: Online Room   Place Holder Room: CLSRM Start Date: 02 17 2020 End Date: 03 20 2020rN, 7   37 of 55 seats remain 100 of 100 waitlist seats remain rO, Alexander Stein  Primary  rP,
30779rT, MKTG 5403  401rU, Center CityrV, 3rW, Market Analysis and Strategyr, TuesdaySMTWTFS06:00  PM   09:00  PM Type:  Class Building: TUCC 1515 Market Street Room: 00620 Start Date: 01 27 2020 End Date: 04 17 2020NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 21 2020 End Date: 04 27 2020rY, 7   44 of 55 seats remain 100 of 100 waitlist seats remain rZ, Dennis A  Paris  Primary  r, 
35899r, MKTG 5602  740ra, Mainrb, 3rc, Quantitative Methods in Marketingrd, ThursdaySMTWTFS08:00  PM   10:00  PM Type:  Virtual mtg of online course Building: Online Room   Place Holder Room: CLSRM Start Date: 01 13 2020 End Date: 02 14 2020re, 7   40 of 55 seats remain 100 of 100 waitlist seats remain rf, Christopher Monos  Primary  rg,
30798rk, MKTG 9001  001rl, Mainrm, 3rn, Sem Marketing Theory Devro, MondaySMTWTFS02:00  PM   04:30  PM Type:  Class Building: Alter Hall Room: 0A235 Start Date: 01 13 2020 End Date: 05 06 2020rp, 7   10 of 12 seats remain 100 of 100 waitlist seats remain r, ,
36680ru, MKTG 9002  001rv, Mainrw, 3rx, Sem Behavior Res Mktgry, MondaySMTWTFS11:15  AM   01:45  PM Type:  Class Building: Alter Hall Room: 0A404 Start Date: 01 13 2020 End Date: 05 06 2020rz, 7   11 of 12 seats remain 100 of 100 waitlist seats remain r, Joydeep Srivastava  Primary  r,
39826r, MKTG 9090  001r, Mainr, 3r, Sem Sel Topics in Mktgr, WednesdaySMTWTFS02:00  PM   04:30  PM Type:  Class Building: Alter Hall Room: 0A404 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 10 seats remain 100 of 100 waitlist seats remain r, ueming Luo  Primary  r,
31795r, MKTG 9183  001r, Mainr, 3r, Directed Study in Marketingr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   1 of 1 seats remain 100 of 100 waitlist seats remain r, Vinod Venkatraman  Primary  r,
26519r, MLA 5082  001r, Mainr, 1 TO 3r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r, Michael D  Szekely  Primary  r,
40546r, MLA 5110  401r, Center Cityr, 3r, Topics in the Arts and American Culturer, TuesdaySMTWTFS06:00  PM   08:30  PM Type:  Class Building: TUCC 1515 Market Street Room: 00305 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 15 seats remain 100 of 100 waitlist seats remain r, Michael D  Szekely  Primary  r,
29573r, MLA 9995  401r, Center Cityr, 1 TO 3r, Master s Projectr, a   NoneSMTWTFS    Type:  Class Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   5 of 5 seats remain 100 of 100 waitlist seats remain r, Michael D  Szekely  Primary  r,
25606r, MAES 2189  003r, Mainr, 3r, Classroom Interactionsr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Ritter Hall Room: 00202 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 8 seats remain  100 of 100 waitlist seats remain r, Kristie J  Newton  Primary  r,
38489r, MAES 3145  004r, Mainr, 3r, 6   Teaching and Learning Mathematics in the Middle Gradesr, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Ritter Hall Room: 00202 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 5 seats remain  100 of 100 waitlist seats remain r, Kristie J  Newton  Primary  r,
41131r, MAES 4189  002r, Mainr, 3r, Project Based Instructionr, FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 13 2020 End Date: 03 13 2020FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 27 2020 End Date: 03 27 2020FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 20 2020 End Date: 03 20 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00202 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 5 seats remain  100 of 100 waitlist seats remain r, Sue Kelley  Primary  r,
41132r, MAES 5471  002r, Mainr, 3r, Teaching of Mathematicsr, FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 13 2020 End Date: 03 13 2020FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 20 2020 End Date: 03 20 2020FridaySMTWTFS01:15  PM   03:45  PM Type:  Practicum Building: Ritter Hall Room: 00202 Start Date: 03 27 2020 End Date: 03 27 2020WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Ritter Hall Room: 00202 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 5 seats remain  100 of 100 waitlist seats remain r, Sue Kelley  Primary  r,
2559r, MATH 0701  001r, Mainr, 4r, Basic Mathematics for Today s Worldr, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Lecture Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   26 of 50 seats remain 100 of 100 waitlist seats remain r, Doreen Wald  Primary  r,
5520r, MATH 0701  002r, Mainr, 4r, Basic Mathematics for Today s Worldr, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Lecture Building: Wachman Hall Room: 00407 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 50 seats remain 100 of 100 waitlist seats remain r, Doreen Wald  Primary  Jessica Babcock r,
5521r, MATH 0701  101r, Amblerr, 4r, Basic Mathematics for Today s Worldr    h, 7   31 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,,
40651r, MATH 0701  801r, Japanr, 4r, Basic Mathematics for Today s Worldr, Monday Wednesday FridaySMTWTFS12:40  PM   02:00  PM Type:  Class Building: Temple Japan Main Building Room: 00301 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   43 of 48 seats remain 100 of 100 waitlist seats remain r, Sonia I  Mino Avila  Primary  r,
30464r, MATH 0702  001r, Mainr, 4r, Intermediate Algebrar, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00213 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   25 of 35 seats remain 100 of 100 waitlist seats remain r, 5   Kathleen E  McKinley Scott A  Stringfellow  Primary  r,
5510r, MATH 0702  002r, Mainr, 4r, Intermediate Algebrar, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   26 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
5511r, MATH 0702  003r, Mainr, 4r, Intermediate Algebrar, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
5512r, MATH 0702  004r, Mainr, 4r, Intermediate Algebrar0, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r1, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r2, Scott A  Stringfellow  Primary  Kelli S  Jones r3,
41354r7, MATH 0702  005r8, Mainr9, 4r:, Intermediate Algebrar, Monday Wednesday FridaySMTWTFS04:00  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   24 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
25414rA, MATH 0702  006rB, MainrC, 4rD, Intermediate AlgebrarE, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020rF, 6   1 of 35 seats remain 100 of 100 waitlist seats remain rG   h, ,
30469rK, MATH 0702  007rL, MainrM, 4rN, Intermediate AlgebrarO, Tuesday ThursdaySMTWTFS08:00  AM   09:40  AM Type:  Class Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rP, 7   30 of 35 seats remain 100 of 100 waitlist seats remain rQ   h, ,
35939rU, MATH 0702  008rV, MainrW, 4r, Intermediate AlgebrarY, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Class Building: Wachman Hall Room: 00213 Start Date: 01 13 2020 End Date: 05 06 2020rZ, 7   29 of 35 seats remain 100 of 100 waitlist seats remain r, 5   Kathleen E  McKinley Scott A  Stringfellow  Primary  r,
35940r, MATH 0702  009ra, Mainrb, 4rc, Intermediate Algebrard, Tuesday ThursdaySMTWTFS05:30  PM   07:10  PM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020re, 7   25 of 35 seats remain 100 of 100 waitlist seats remain rf   h, ,
42505rj, MATH 0702  011rk, Mainrl, 4rm, Intermediate Algebrarn, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020ro, 7   18 of 34 seats remain 100 of 100 waitlist seats remain rp   h, ,
40530rt, MATH 0702  801ru, Japanrv, 4rw, Intermediate Algebrarx, Tuesday ThursdaySMTWTFS01:40  PM   03:40  PM Type:  Class Building: None Room: None Start Date: 01 14 2020 End Date: 04 22 2020ry, 7   46 of 48 seats remain 100 of 100 waitlist seats remain rz, Jonathan N  Wu  Primary  r,
40652r, MATH 0823  801r, Japanr, 4r, Math for a Digital Worldr, Monday Wednesday FridaySMTWTFS03:20  PM   04:40  PM Type:  Class Building: Temple Japan Main Building Room: 00209 Start Date: 01 14 2020 End Date: 04 22 2020r, FULL: 0 of 48 seats remain  93 of 100 waitlist seats remain r, Brett A  Bedard  Primary  r, 
30773r, MATH 0824  002r, Mainr, 4r, Mathematical Patternsr, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Lecture Building: Beury Hall Room: 00162 Start Date: 01 13 2020 End Date: 05 06 2020r, 8   71 of 120 seats remain 100 of 100 waitlist seats remain r, Nahed Hamid  Primary  r, 
30507r, MATH 0824  301r, HAR Milton Hershey Schoolr, 4r, Mathematical Patternsr, Tuesday ThursdaySMTWTFS08:45  AM   10:30  AM Type:  Class Building: None Room: None Start Date: 01 22 2020 End Date: 05 15 2020r, 7   20 of 20 seats remain 100 of 100 waitlist seats remain r, Khaled Amleh  Primary  r, 
39465r, MATH 0824  551r, Romer, 4r, Mathematical Patternsr, Monday WednesdaySMTWTFS08:00  AM   10:00  AM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Riccardo Durastanti  Primary  r, 
30774r, MATH 0824  701r, Mainr, 4r, Mathematical Patternsr, r   NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 100 seats remain  100 of 100 waitlist seats remain r    h, 1r    h,
40653r, MATH 0824  801r, Japanr, 4r, Mathematical Patternsr, Monday Wednesday FridaySMTWTFS10:00  AM   11:20  AM Type:  Class Building: Temple Japan Main Building Room: 00301 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   24 of 48 seats remain 100 of 100 waitlist seats remain r, Esteban R  Mino Avila  Primary  r, 
35959r, MATH 0828  001r, Mainr, 4r, Critical Reasoning and Problem Solvingr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   32 of 50 seats remain 100 of 100 waitlist seats remain r, Raymond F  Coughlin  Primary  r, 
36693r, MATH 0828  701r, Mainr, 4r, Critical Reasoning and Problem Solvingr, TuesdaySMTWTFS05:30  PM   07:10  PM Type:  Onsite mtg of online course Building: Beury Hall Room: 00162 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   86 of 90 seats remain 100 of 100 waitlist seats remain r, Raymond F  Coughlin  Primary  r, 
4875r, MATH 1013  001r, Mainr, 3r, Elements of Statisticsr, Tuesday ThursdaySMTWTFS02:00  PM   03:20  PM Type:  Class Building: Wachman Hall Room: 00408 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   28 of 50 seats remain 100 of 100 waitlist seats remain r, Max Avener  Primary  r, 
41402r, MATH 1013  008r, Mainr, 3r, Elements of Statistics: Data Sciencer, MondaySMTWTFS09:00  AM   10:20  AM Type:  Class Building: Ritter Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Online course activity Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   29 of 30 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
41404r, MATH 1013  028r, Mainr, 3r, Elements of Statistics: Data Sciencer, TuesdaySMTWTFS03:30  PM   04:50  PM Type:  Onsite mtg of online course Building: Ritter Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020NoneSMTWTFS    Type:  Online course activity Building: Ritter Hall Room: 00205 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   68 of 70 seats remain 100 of 100 waitlist seats remain r, Max Avener  Primary  Brian Rider r, 
4876r, MATH 1015  001r, Mainr, 4r, Introduction to Numbers   Figuresr, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Beury Hall Room: 00166 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   30 of 90 seats remain 100 of 100 waitlist seats remain r, Doreen Wald  Primary  r,
2560r, MATH 1021  001r, Mainr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS08:00  AM   09:10  AM Type:  Class Building: Wachman Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   7 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
2561r, MATH 1021  002r, Mainr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r    h, 1r    h,
2562r, MATH 1021  003r, Mainr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r    h, 1r    h,
2563r, MATH 1021  004r, Mainr, 4r0, College Algebrar1, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r2, FULL: 0 of 35 seats remain  96 of 100 waitlist seats remain r3   h, 1r5   h,
2564r8, MATH 1021  005r9, Mainr:, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain r, Nahed Hamid  Primary  Kelli S  Jones r, 
2565rD, MATH 1021  006rE, MainrF, 4rG, College AlgebrarH, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020rI, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain rJ   h, 1rL   h,
2639rO, MATH 1021  007rP, MainrQ, 4rR, College AlgebrarS, Monday Wednesday FridaySMTWTFS04:00  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020rT, 7   14 of 35 seats remain 100 of 100 waitlist seats remain rU   h, 1rW   h, 
35941rZ, MATH 1021  008r, Mainr, 4r, College Algebrar^, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1rb   h,
2567re, MATH 1021  009rf, Mainrg, 4rh, College Algebrari, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020rj, FULL: 0 of 35 seats remain  96 of 100 waitlist seats remain rk   h, 1rm   h,
2568rp, MATH 1021  010r, Mainrr, 4rs, College Algebrart, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020ru, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain rv   h, 1rx   h,
2076r, MATH 1021  011r, Mainr, 4r, College Algebrar, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r    h, 1r    h,
2569r, MATH 1021  012r, Mainr, 4r, College Algebrar, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   14 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
38525r, MATH 1021  013r, Mainr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00307 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 35 seats remain 100 of 100 waitlist seats remain r, Nahed Hamid  Primary  Kelli S  Jones r, 
41355r, MATH 1021  014r, Mainr, 4r, College Algebrar, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
9359r, MATH 1021  016r, Mainr, 4r, College Algebrar, Tuesday ThursdaySMTWTFS08:00  AM   09:40  AM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   7 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
40654r, MATH 1021  801r, Japanr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS03:20  PM   04:40  PM Type:  Class Building: Temple Japan Main Building Room: 00303 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   37 of 48 seats remain 100 of 100 waitlist seats remain r, Dennis B  Bacani  Primary  r, 
40655r, MATH 1021  802r, Japanr, 4r, College Algebrar, Monday Wednesday FridaySMTWTFS12:40  PM   02:00  PM Type:  Class Building: Temple Japan Main Building Room: 00303 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   44 of 48 seats remain 100 of 100 waitlist seats remain r    h, TUJr    h,
2570r, MATH 1022  001r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS08:00  AM   09:10  AM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   23 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
2571r, MATH 1022  002r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r    h, 1r    h,
906r, MATH 1022  003r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 35 seats remain 100 of 100 waitlist seats remain r, Jessica Babcock  Primary  Kai Zhao r, 
2572r, MATH 1022  004r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00016 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain r, Jessica Babcock  Primary  Kai Zhao r, 
2574r, MATH 1022  006r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   17 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
2575r, MATH 1022  007r, Mainr, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS04:00  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   25 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
5503r, MATH 1022  011r, Mainr, 4r, Precalculusr, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   18 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
2578r, MATH 1022  016r, Mainr, 4r, Precalculusr, Tuesday ThursdaySMTWTFS08:00  AM   09:40  AM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   30 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
2579r, MATH 1022  017r, Mainr, 4r, Precalculusr, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, Jessica Babcock  Primary  r, 
11323r0, MATH 1022  018r1, Mainr2, 4r3, Precalculusr4, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r5, 7   11 of 35 seats remain 100 of 100 waitlist seats remain r6   h, 1r8   h,
20837r, MATH 1022  019r, Mainr, 4r, Precalculusr, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 35 seats remain 100 of 100 waitlist seats remain rA   h, 1rC   h,
25420rF, MATH 1022  020rG, MainrH, 4rI, PrecalculusrJ, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020rK, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain rL   h, 1rN   h,
25886rQ, MATH 1022  021rR, MainrS, 4rT, PrecalculusrU, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Class Building: Wachman Hall Room: 00016 Start Date: 01 13 2020 End Date: 05 06 2020rV, 6   8 of 35 seats remain 100 of 100 waitlist seats remain rW   h, 1rY   h,
40658r, MATH 1022  801r, Japanr^, 4r, Precalculusr, Monday Wednesday FridaySMTWTFS12:40  PM   02:00  PM Type:  Class Building: Temple Japan Main Building Room: 00306 Start Date: 01 14 2020 End Date: 04 22 2020ra, 7   43 of 48 seats remain 100 of 100 waitlist seats remain rb, Dennis B  Bacani  Primary  rc, 
2580rh, MATH 1031  001ri, Mainrj, 4rk, Differential and Integral Calculusrl, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Beury Hall Room: 00164 Start Date: 01 13 2020 End Date: 05 06 2020rm, 8   51 of 100 seats remain 100 of 100 waitlist seats remain rn, John A  Paulos  Primary  ro, 
40767rt, MATH 1031  801ru, Japanrv, 4rw, Differential and Integral Calculusrx, Tuesday ThursdaySMTWTFS05:30  PM   07:30  PM Type:  Class Building: Temple Japan Main Building Room: 00301 Start Date: 01 14 2020 End Date: 04 22 2020ry, 7   41 of 48 seats remain 100 of 100 waitlist seats remain rz, Joao Fonseca  Primary  r, 
40768r, MATH 1031  802r, Japanr, 4r, Differential and Integral Calculusr, Monday Wednesday FridaySMTWTFS10:00  AM   11:20  AM Type:  Class Building: Temple Japan Main Building Room: 00303 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   29 of 48 seats remain 100 of 100 waitlist seats remain r    h, TUJr    h,
37135r, MATH 1033  002r, Mainr, 1 5r, Computing in MATLABr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Wachman Hall Room: 00507 Start Date: 03 10 2020 End Date: 04 27 2020r, 7   12 of 20 seats remain 100 of 100 waitlist seats remain r, Faycal Chaou, 
39681r, MATH 1033  003r, Mainr, 1 5r, Computing in MATLABr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Wachman Hall Room: 00507 Start Date: 01 13 2020 End Date: 03 09 2020r, FULL: 0 of 0 seats remain  100 of 100 waitlist seats remain r, Faycal Chaou, 
27427r, MATH 1039  002r, Mainr, 1r, Lab for Calculus Ir, Tuesday ThursdaySMTWTFS12:30  PM   01:20  PM Type:  Recitation Building: Wachman Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   25 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
907r, MATH 1041  001r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS08:00  AM   09:10  AM Type:  Lecture Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
908r, MATH 1041  002r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Lecture Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 35 seats remain 100 of 100 waitlist seats remain r    h, 1r    h,
3038r, MATH 1041  003r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Lecture Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 35 seats remain 100 of 100 waitlist seats remain r, Ellen Panofsky Jeromy Sivek  Primary  r, 
2581r, MATH 1041  004r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Lecture Building: Wachman Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 35 seats remain 100 of 100 waitlist seats remain r, Farzana Chaudhry Jeromy Sivek  Primary  r, 
11334r, MATH 1041  005r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Lecture Building: Wachman Hall Room: 00015 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   18 of 35 seats remain 100 of 100 waitlist seats remain r, Jeromy Sivek  Primary  Andy Eisenberg r, 
